TrainingFile,DBFile,DTWDistance
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\1.wav,54.142762662341504
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\2.wav,75.83432833952914
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\3.wav,70.58790541205435
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\4.wav,45.00745606610776
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\5.wav,55.86415915452957
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\6.wav,70.82091076492269
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\7.wav,46.48431197913154
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\8.wav,63.280208433810486
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\9.wav,43.75696278779612
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\0.wav,12.500305572339006
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\1.wav,10.79901315045314
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\2.wav,9.702958598836913
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\3.wav,10.663436528907518
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\4.wav,10.79595550806649
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\5.wav,10.706180112735977
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\6.wav,9.41873597250359
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\7.wav,11.193647723991093
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\8.wav,11.334476639563752
evaluation_set\Victoria\6.wav,class_reprentative\Tamir\9.wav,12.883299386267824
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\0.wav,73.41136998703219
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\1.wav,96.52754882902171
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\2.wav,137.12850145160579
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\3.wav,125.48563743220258
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\4.wav,82.04905636309965
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\5.wav,103.52857940359189
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\6.wav,124.37469259494043
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\7.wav,80.33138156054001
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\8.wav,117.04220240207269
evaluation_set\Victoria\7.wav,class_reprentative\Tamir\9.wav,77.37838048390401
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\0.wav,94.99302105343659
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\1.wav,120.6602467004753
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\2.wav,167.93650926862978
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\3.wav,156.62943991571788
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\4.wav,106.09754565511308
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\5.wav,130.2348077814663
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\6.wav,153.03331933704993
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\7.wav,103.53972882252882
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\8.wav,142.20971149149747
evaluation_set\Victoria\8.wav,class_reprentative\Tamir\9.wav,95.34068907152042
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\0.wav,49.71700290654065
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\1.wav,64.58218122924725
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\2.wav,98.33558926595634
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\3.wav,90.33074337023183
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\4.wav,55.31309614545077
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\5.wav,69.10050046340507
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\6.wav,89.32686328236987
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\7.wav,53.953876562862845
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\8.wav,80.34513189794083
evaluation_set\Victoria\9.wav,class_reprentative\Tamir\9.wav,50.85325442745451
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\0.wav,4.877858880206716
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\1.wav,4.257697651975892
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\2.wav,9.589960764294146
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\3.wav,8.173000972300494
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\4.wav,4.123273206953527
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\5.wav,4.592402387011603
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\6.wav,6.102745092517588
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\7.wav,5.048924919099508
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\8.wav,4.802858686928064
evaluation_set\Lihi\0.wav,class_reprentative\Tamir\9.wav,4.45334400214536
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\0.wav,4.822318811039267
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\1.wav,2.7629719230161776
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\2.wav,4.499933496180871
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\3.wav,3.6417966752014035
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\4.wav,1.9833943410463224
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\5.wav,2.3787679032592717
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\6.wav,4.725644072192182
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\7.wav,4.330245697898257
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\8.wav,2.4439397246711634
evaluation_set\Lihi\1.wav,class_reprentative\Tamir\9.wav,4.61560858969299
evaluation_set\Lihi\2.wav,class_reprentative\Tamir\0.wav,9.419191435884391
evaluation_set\Lihi\2.wav,class_reprentative\Tamir\1.wav,3.4932286293195927
evaluation_set\Lihi\2.wav,class_reprentative\Tamir\2.wav,1.524829743896042
evaluation_set\Lihi\2.wav,class_reprentative\Tamir\3.wav,1.940746031537355
evaluation_set\Lihi\2.wav,class_reprentative\Tamir\4.wav,4.478981719970094
evaluation_set\Lihi\2.wav,class_reprentative\Tamir\5.wav,3.210590285024539
evaluation_set\Lihi\2.wav,class_reprentative\Tamir\6.wav,2.198047251156738
